Experiment ID,ts,drug concentration (uM),spheroIndex,Area (um2),Perimeter (um),Solidity,Equivalent Diameter (um),Circularity,Mean grey value,Homogeneity,Energy,Correlation,UniqueIdentifier,2 classes encoded,Growth1-0,Growth2-1,Growth2-0,Grey1-0,Grey2-1,Grey2-0
1305,0,20.0,19,13916.8422,488.943782278,0.931365576,133.11451394739998,0.73153096,651.0129254,0.968107563,0.936451168,0.896734299,"(1305_A, 19, 20.0)",,,,,,,
1305,0,20.0,20,15410.02,595.1734449639999,0.84179971,140.0737193382,0.546670923,529.3273231,0.963060913,0.929336056,0.908252374,"(1305_A, 20, 20.0)",,,,,,,
1305,0,50.0,1,16281.4832,540.776134022,0.915446669,143.9799578424,0.6996306,609.0186477,0.971348983,0.925903236,0.906584672,"(1305_A, 1, 50.0)",,,,,,,
1305,0,50.0,2,16531.231799999998,520.42512534,0.939028071,145.080040148,0.76700566,583.4558451,0.968729634,0.925323299,0.924601271,"(1305_A, 2, 50.0)",,,,,,,
1305,0,50.0,7,16148.6382,545.3864710099999,0.916189328,143.3913691456,0.682239794,642.0638128,0.967449388,0.926484362,0.901542329,"(1305_A, 7, 50.0)",,,,,,,
1305,0,50.0,9,18662.0656,629.355460698,0.8870927,154.1469425972,0.592076149,615.5838977,0.971895078,0.915258863,0.92008456,"(1305_A, 9, 50.0)",,,,,,,
1305,0,50.0,10,17694.953999999998,634.7568057159999,0.867413389,150.09968412139995,0.551879892,598.9028778,0.966665956,0.919175776,0.906976519,"(1305_A, 10, 50.0)",,,,,,,
1305,0,50.0,11,14820.1882,556.8444536459999,0.924121935,137.3668434404,0.600614463,553.5796185,0.973331741,0.931897669,0.905904623,"(1305_A, 11, 50.0)",,,,,,,
1305,0,50.0,12,19262.525,802.830503456,0.766060862,156.6071791526,0.375556557,632.4399786,0.968742332,0.911283827,0.912874746,"(1305_A, 12, 50.0)",,,,,,,
1305,0,0.0,1,,,,,,,,,,"(1305_A, 1, 0.0)",,,,,,,
1305,0,2.0,1,,,,,,,,,,"(1305_A, 1, 2.0)",,,,,,,
1305,0,2.0,4,,,,,,,,,,"(1305_A, 4, 2.0)",,,,,,,
1305,0,50.0,13,19997.391859769297,1288.6102503539998,0.7746730655,159.56650684739597,0.4411763595,449.53770385,0.977216777,0.940837278,0.917199384,"(1305_A, 13, 50.0)",,,,,,,
1305,0,50.0,14,21374.854219742778,1262.2026040540002,0.771724925,164.970632709339,0.4571030025,459.32887565,0.97458009,0.937434693,0.9113864435,"(1305_A, 14, 50.0)",,,,,,,
1305,0,50.0,15,20611.734146941748,1165.193611432,0.835660394,161.99899691379267,0.5156546605,474.35995375,0.9749721555,0.9400453055,0.915612438,"(1305_A, 15, 50.0)",,,,,,,
1305,0,1.0,1,,,,,,,,,,"(1305_A, 1, 1.0)",,,,,,,
1305,0,5.0,1,,,,,,,,,,"(1305_A, 1, 5.0)",,,,,,,
1305,0,0.0,1,14044.3734,467.146469054,0.958303118,133.7230406086,0.808734724,686.6096846,0.975923324,0.936308064,0.916440798,"(1305_B, 1, 0.0)",,,,,,,
1305,0,0.0,3,17880.936999999998,743.687142378,0.789906103,150.8864343958,0.406274525,742.4906772,0.965127838,0.917190274,0.899876495,"(1305_B, 3, 0.0)",,,,,,,
1305,0,0.0,4,16536.545599999998,681.978824058,0.806426535,145.1033555376,0.446799705,822.7044687,0.963943904,0.923554839,0.891659509,"(1305_B, 4, 0.0)",,,,,,,
1305,0,0.0,10,12450.2334,516.6057980119999,0.855734112,125.9052401832,0.586231033,580.590934,0.976174755,0.94256231,0.905038804,"(1305_B, 10, 0.0)",,,,,,,
