Experiment ID,spheroid ID,day,drug concentration (uM),spheroIndex,multiple,Area (pix2),Perimeter (pix),Solidity,Equivalent Diameter (pix),Circularity,Mean grey value,Homogeneity,Energy,Correlation,viability score
1305,"(1305_A, 6, 0.1)",1,0.1,6,False,1977.0,171.8822496,0.963920039,50.17165116,0.8409196,645.7058773,0.962247562,0.906095004,0.918101519,89.87614242
1305,"(1305_A, 8, 0.1)",1,0.1,8,False,1875.5,174.8111819,0.937984496,48.86676546,0.771238168,600.3922018,0.965997017,0.910447709,0.927849954,84.21256925
1305,"(1305_A, 9, 0.1)",1,0.1,9,False,2309.0,282.9949477,0.774182733,54.22093792,0.362306756,647.6193342,0.957142094,0.888007046,0.91239362,122.746039
1305,"(1305_A, 10, 0.1)",1,0.1,10,False,1857.0,202.9949472,0.859722222,48.6251564,0.566306194,620.4916863,0.963304966,0.910373248,0.905822002,94.26938142
1305,"(1305_A, 11, 0.1)",1,0.1,11,False,1710.5,172.9533178,0.922848665,46.66772162,0.718580037,616.0699238,0.968247253,0.91782821,0.913352912,89.92907301
1305,"(1305_A, 16, 0.1)",1,0.1,16,False,1644.0,165.7401145,0.937553464,45.75156622,0.752066785,642.9750659,0.968570204,0.92108961,0.920757577,81.24845619
1305,"(1305_A, 5, 1.0)",1,1.0,5,False,1769.0,185.5391033,0.900483584,47.45904292,0.645753532,1003.209909,0.963149523,0.914745026,0.868354148,30.03811003
1305,"(1305_A, 6, 1.0)",1,1.0,6,False,1680.5,173.9827547,0.91182854,46.25666498,0.697647392,584.4434138,0.95574198,0.918868509,0.898553819,49.43717139
1305,"(1305_A, 8, 1.0)",1,1.0,8,False,1869.5,178.8111821,0.941339376,48.78853686,0.734760811,613.0485998,0.966301213,0.910794963,0.922111146,52.45421504
1305,"(1305_A, 10, 1.0)",1,1.0,10,False,1922.5,252.6101716,0.773175146,49.4752769,0.378594713,734.0137881,0.959170898,0.906005662,0.899454835,35.35763436
1305,"(1305_A, 17, 1.0)",1,1.0,17,False,1577.0,194.5685412,0.850822768,44.80958337,0.523475442,677.2141656,0.962026559,0.923098724,0.905007928,78.28434313
1305,"(1305_A, 1, 2.0)",1,2.0,1,False,2699.5,268.7523068,0.834982988,58.62687226,0.469665646,815.7084401,0.954589878,0.870834915,0.917564066,37.18373972
1305,"(1305_A, 3, 2.0)",1,2.0,3,False,2610.5,410.2914106,0.491665882,57.65233587,0.194871672,541.0598538,0.950942431,0.870942607,0.899900508,50.28406083
1305,"(1305_A, 4, 2.0)",1,2.0,4,False,2998.0,322.1665204,0.772381811,61.7832676,0.362978315,855.5216778,0.936163424,0.855723269,0.90218131,53.61868803
1305,"(1305_A, 5, 2.0)",1,2.0,5,False,1859.5,175.7817442,0.935832914,48.65787638,0.75623802,767.3003921,0.963730153,0.911041403,0.89610042,48.59028194
1305,"(1305_A, 6, 2.0)",1,2.0,6,False,1969.5,210.6101717,0.891176471,50.07639447,0.557965267,841.1692744,0.963066723,0.905035967,0.891470769,39.45975511
1305,"(1305_A, 7, 2.0)",1,2.0,7,False,2227.0,264.509666,0.796922526,53.24945508,0.399988023,741.1897313,0.957846039,0.891887562,0.906121239,39.90966513
1305,"(1305_A, 8, 2.0)",1,2.0,8,False,1713.5,176.6101719,0.930238871,46.70862832,0.690339218,775.7755117,0.967621202,0.917637558,0.899618137,46.18194008
1305,"(1305_A, 9, 2.0)",1,2.0,9,False,2387.0,371.4802287,0.718543046,55.1291465,0.21736563,587.723525,0.957549919,0.881459393,0.897705975,52.50714563
1305,"(1305_A, 10, 2.0)",1,2.0,10,False,2291.0,291.3380928,0.760497925,54.00918252,0.339187944,697.9971975,0.961934641,0.888767654,0.916299392,43.3501535
1305,"(1305_A, 11, 2.0)",1,2.0,11,False,1787.0,192.3675308,0.859961501,47.69988539,0.606835355,698.7882299,0.972077881,0.914139902,0.918091998,39.22156745
1305,"(1305_A, 12, 2.0)",1,2.0,12,False,2178.0,237.3380936,0.824531516,52.66038101,0.485884271,679.765973,0.963051773,0.894996906,0.904627605,43.40308409
1305,"(1305_A, 13, 2.0)",1,2.0,13,False,1798.0,193.88225,0.874088478,47.8464701,0.601067782,644.7632574,0.969985942,0.913451737,0.917434666,41.86809697
1305,"(1305_A, 16, 2.0)",1,2.0,16,False,1281.0,151.0538229,0.923909124,40.38588685,0.705497618,614.8832477,0.978161437,0.937571751,0.901569824,52.03077032
1305,"(1305_A, 18, 2.0)",1,2.0,18,False,1380.5,167.2964635,0.889497423,41.92501868,0.619830231,728.6671861,0.975596155,0.93271723,0.888181689,45.17625887
1305,"(1305_A, 19, 2.0)",1,2.0,19,False,1391.0,161.8822496,0.906188925,42.08415624,0.667019503,743.2133887,0.969107703,0.932244587,0.886557116,38.9569145
1305,"(1305_A, 4, 5.0)",1,5.0,4,False,1889.0,191.3969684,0.897174068,49.04232356,0.647995087,776.3762617,0.958191612,0.909241535,0.903958524,29.0853594
1305,"(1305_A, 11, 5.0)",1,5.0,11,False,1817.5,207.7817445,0.843583198,48.10522708,0.529016852,791.2624804,0.963122688,0.912037739,0.89666285,18.31398426
1305,"(1305_A, 12, 5.0)",1,5.0,12,False,2315.5,310.409161,0.709731801,54.29720219,0.301985152,1005.471428,0.947502084,0.88651333,0.905069518,19.88866932
1305,"(1305_A, 13, 5.0)",1,5.0,13,False,1969.0,228.0243851,0.808458222,50.07003758,0.475875114,867.2700804,0.955163291,0.904403791,0.88043295,18.9359187
1305,"(1305_A, 14, 5.0)",1,5.0,14,False,1365.5,165.2964633,0.876725522,41.69662574,0.628021405,721.3661768,0.970045156,0.933624254,0.888241326,26.99460108
1305,"(1305_A, 15, 5.0)",1,5.0,15,False,1457.0,179.7401143,0.847339343,43.07098811,0.566734157,731.5299603,0.969867541,0.928974372,0.876501473,32.28766012
1305,"(1305_A, 17, 5.0)",1,5.0,17,False,1587.0,192.5685415,0.859231186,44.9514311,0.537794193,1052.245278,0.962398882,0.922652972,0.888235067,30.88499947
1305,"(1305_A, 2, 10.0)",1,10.0,2,False,2292.5,246.1248904,0.824343761,54.02686051,0.475563086,1023.457756,0.963814153,0.889609514,0.902457367,11.59179929
1305,"(1305_A, 3, 10.0)",1,10.0,3,False,2488.5,249.9238795,0.826195219,56.28904518,0.500647442,1056.483099,0.952146951,0.880362427,0.894206353,10.83753837
1305,"(1305_A, 4, 10.0)",1,10.0,4,False,2187.5,263.4385986,0.800548948,52.77510307,0.396094772,1102.323584,0.96107982,0.893873217,0.888546255,12.39899079
1305,"(1305_A, 5, 10.0)",1,10.0,5,False,2145.0,206.0243853,0.898241206,52.25991603,0.635038282,997.9526126,0.961960683,0.892714012,0.890474584,17.00395215
1305,"(1305_A, 6, 10.0)",1,10.0,6,False,1666.5,174.9533172,0.911652079,46.06358324,0.684180701,1041.843301,0.972560457,0.920050048,0.873600259,14.70147147
1305,"(1305_A, 7, 10.0)",1,10.0,7,False,1930.0,205.0538228,0.864114618,49.57168871,0.576808209,1110.759336,0.966753236,0.907223829,0.907781851,15.00582236
1305,"(1305_A, 12, 10.0)",1,10.0,12,False,1730.0,196.2253952,0.85770947,46.93297788,0.564606069,1087.414916,0.972904216,0.916443847,0.873244965,8.971735065
1305,"(1305_A, 13, 10.0)",1,10.0,13,False,1915.0,195.0538223,0.891942245,49.37867686,0.632513373,1123.77896,0.970772963,0.908156108,0.887983937,13.86781467
1305,"(1305_A, 14, 10.0)",1,10.0,14,False,1649.0,169.3969684,0.930324401,45.82108695,0.722136426,1129.279346,0.97356413,0.920806526,0.880037143,10.49348954
1305,"(1305_A, 15, 10.0)",1,10.0,15,False,1343.5,173.2964631,0.839949984,41.35936808,0.562170609,1111.584788,0.97664453,0.934455094,0.877357624,9.686298035
1305,"(1305_A, 16, 10.0)",1,10.0,16,False,1661.5,185.7817446,0.887079552,45.99442905,0.604928625,1219.166271,0.968909056,0.919454778,0.86184875,18.19489043
1305,"(1305_A, 17, 10.0)",1,10.0,17,False,1444.5,165.9827549,0.9028125,42.88583125,0.658872639,1115.324401,0.975645451,0.930071941,0.872892397,12.27989696
1305,"(1305_A, 18, 10.0)",1,10.0,18,False,1381.0,156.7106762,0.92035988,41.93261036,0.706653271,1096.74608,0.974634876,0.933086297,0.873879298,16.80546244
1305,"(1305_A, 19, 10.0)",1,10.0,19,False,1698.0,201.0538225,0.850062578,46.49688965,0.527865017,765.5896856,0.972390384,0.893512887,0.902951893,8.852641236
1305,"(1305_A, 3, 20.0)",1,20.0,3,False,2040.0,195.8822496,0.914798206,50.96477873,0.668112913,1385.954113,0.961830923,0.902466908,0.888025147,0.304350895
